,0,1,2
0,0.49136298717299604,0.470265143045438,0.48483594442802247
1,0.49392090808044575,0.4697095301996124,0.4543856358489923
2,0.49430831975635997,0.47358239953939774,0.4988107581723157
3,0.4939415148389381,0.47332644299570675,0.5175311291187847
4,0.49393563718372824,0.4846779761942469,0.5085736763041172
5,0.49181371341182023,0.4708787840023982,0.5024255862393335
6,0.4930310060043777,0.4746917252760484,0.5480182383813436
7,0.4930018238587914,0.4712261079656155,0.4900610079722756
8,0.49464840897731943,0.4648994104893953,0.45300767242015116
9,0.49343433320505803,0.46962047908309235,0.503245725444428
10,0.49005770185464814,0.4706718219299451,0.45004451670344137
11,0.4929818666705062,0.4650625573217325,0.5011217436904382
12,0.4920247118689496,0.4677586966515975,0.5129194849115505
13,0.4926535519989317,0.46562217346996587,0.4988347792364482
14,0.49504201110709656,0.4688186029952966,0.49663792133530127
15,0.49632358756780437,0.46435090622505926,0.48085489955869865
16,0.4967003421408592,0.46659048801713576,0.4966248179527793
17,0.49364738297471683,0.4768733123816029,0.5241573341365242
18,0.4950492074409057,0.4747626556251516,0.5467507786517447
19,0.49530281235362433,0.4822738463459872,0.5029283568685743
20,0.491692445953142,0.47986704348990106,0.5117757815250369
21,0.4931961769314419,0.46521281837477263,0.4754826694880628
22,0.4929280665988909,0.4800713350968099,0.48154411467797287
23,0.49510993062169417,0.465210343179749,0.5225630167610982
24,0.49504963193494234,0.47788534348921047,0.5111101977211316
25,0.49267939203206584,0.4771759966312826,0.5347329317269077
26,0.4915311127113975,0.464954902569903,0.5013384688770389
27,0.49801701420369876,0.46781584435675755,0.4637083330498268
28,0.5007545416368557,0.47534152051978373,0.5463133640552995
29,0.49305218072068985,0.46187045470569893,0.48162915895315583
30,0.4922333514256953,0.46143254478817575,0.5137709961376089
31,0.49496634323581173,0.4747935632307114,0.5233076823217171
32,0.49592492841268293,0.4576026444144869,0.4874866231718335
33,0.4931126124163418,0.46637228547637816,0.47287776302016904
34,0.49564933927352184,0.4692181868706267,0.49897732837841724
35,0.4941791101703276,0.46788398981293244,0.4410513199850622
36,0.4926247148804205,0.46462578419588285,0.497985845575904
