,0,1,2
0,0.8043607090222821,0.7595788346201237,0.7805337487336755
1,0.7879187910474386,0.7810740281831914,0.7834461396208635
2,0.8208676868961944,0.7740534322187075,0.7302568038713132
3,0.7638114740702797,0.7713998204246126,0.7616661763469506
4,0.7923836644783582,0.7762021371681461,0.7601286564205724
5,0.7962168150452487,0.7727457024935909,0.7754145062488843
6,0.7922643606568855,0.783203758713504,0.8000794682995814
7,0.757475777060497,0.782091918580896,0.7320099556385805
8,0.7770031910122557,0.7850320282485659,0.7192299567787563
9,0.7886808034388505,0.7724731384040237,0.748884293608291
10,0.7866380990240653,0.7739005209217593,0.7621936559190845
11,0.780357591299458,0.7713982030342951,0.7870321666944993
12,0.7797053730233159,0.7662013476505444,0.7850004748167332
13,0.780422387978954,0.7716631859680454,0.7675054461007798
14,0.818322648884422,0.7573641812079366,0.7901647536511491
15,0.7885931033544661,0.7768384204011298,0.7692952874332721
16,0.7729502584426219,0.7862121759922985,0.7467857270535296
17,0.7904247729251183,0.7799344953159005,0.7605164858590955
18,0.763086016186033,0.7793552018122141,0.7806688071151077
19,0.7709037555749653,0.7675802220833079,0.7434132687682522
20,0.8219870064897666,0.7823086510124666,0.7576324865560129
21,0.7906301638162347,0.778621105019368,0.7887298824869272
22,0.7847962539415514,0.767290098780393,0.7807871359270148
23,0.7698934809952933,0.7813099101478622,0.7394945955481903
24,0.7647542475071218,0.7755342704671105,0.7755292179496632
25,0.8078221828143032,0.7617557129755437,0.7781952644176459
26,0.7956689537208651,0.779084549139579,0.7234374363305336
27,0.776774319716704,0.7760709492556845,0.7886787032626776
28,0.7755344835180393,0.7807235155767168,0.7469761474395045
29,0.7894835462946131,0.7744483697558973,0.7598795587923488
30,0.7782735130908481,0.776595211184788,0.7539108347198455
31,0.7723150623628486,0.7578035411240492,0.7916356198373637
32,0.7754524927930986,0.7696998862231857,0.7889674258247271
33,0.8195565975240947,0.7722683338275226,0.7427814992068283
34,0.773047031845148,0.7806588004345226,0.7863530300124456
35,0.7748204359043911,0.7747002191851668,0.8048966681987351
36,0.8121620518366616,0.7756231042862848,0.7763582666075731
37,0.7948178801894916,0.7634744483893483,0.7780984162640056
38,0.8136652992918435,0.7891349171790061,0.7600105681477549
39,0.7723873180555189,0.7657464580309539,0.7480021093307971
40,0.7773216376384141,0.778322871438421,0.768451901432711
41,0.8137249719473316,0.7578859447244978,0.7539258435404665
42,0.7677762483752272,0.7730202701886285,0.7878484194988139
43,0.7796390074257377,0.7822196025112428,0.7460967531088429
44,0.7986579205030209,0.769234708642979,0.7613416314430156
45,0.8112026417306675,0.7776454946879632,0.7577596457447789
46,0.7771903999026947,0.7676781138538522,0.7314253845247355
47,0.8110331604696622,0.7645116221790113,0.7739254582434232
48,0.7795565067541302,0.7764016931556922,0.7560616721207609
49,0.7993017396170995,0.7911108130464125,0.788230748056003
50,0.7975465442210561,0.7609752858965234,0.7479292102668309
51,0.7820077186994491,0.7805326285664692,0.7397202430061112
52,0.7630041662315181,0.7746678648440974,0.7614818650736582
53,0.8053695156215894,0.7774711382628244,0.7607228266368051
54,0.7927428096068965,0.7783570606120296,0.7593632433930722
55,0.8039069591428613,0.7750230078570385,0.7634299537868494
56,0.7899197304623805,0.7853670535176634,0.7767576215253321
57,0.8039879426286513,0.7748002254047007,0.765921485584173
58,0.7925395018357869,0.7687411595296093,0.7947126771753654
59,0.810393987012192,0.772942986810738,0.7361789059795397
60,0.7882342167361471,0.7722078596717088,0.7807735112964874
61,0.7726955185593849,0.7904591288167853,0.7699394743310605
62,0.7989426462385787,0.7654227238860949,0.7648901411337172
63,0.7717313877872184,0.7595142622840922,0.7548415596427307
64,0.8056208644736081,0.7741641741735129,0.7434013086030845
65,0.7946424383804919,0.7728399764043543,0.7361411889897655
66,0.778058965613547,0.7668298990722824,0.7721147454090552
67,0.7811393035613927,0.7851224829447306,0.789910495476425
68,0.7409702637157091,0.7758775533290004,0.8010318754939681
69,0.7885064150931171,0.7863275866242316,0.7752695319563121
70,0.7556260000984842,0.7782893291862745,0.7776216635089834
71,0.8001156046223294,0.7676548049411663,0.7573727468798778
72,0.7899943613707306,0.7885379012523882,0.7634410693250988
73,0.7972893188820555,0.7844877308124301,0.7881459173464814
74,0.8114683749731862,0.7826787097949661,0.7870737537508579
75,0.7889002991422457,0.7956665033977502,0.7525593068793024
76,0.7950288785073959,0.7868190229398561,0.780774800844827
77,0.826567119377412,0.7751238966077408,0.8020009015673418
78,0.7929110595277166,0.7756876453590041,0.7779863592941683
79,0.790838082762767,0.7706448300939137,0.7799918135706869
80,0.8111385112103392,0.7763083044038619,0.7569431920041436
81,0.7762794162583605,0.7764969703366217,0.7999624030594095
82,0.8038438769976801,0.771787305375695,0.7779793759525832
83,0.7920570973678818,0.7788205611939516,0.7641607906889332
84,0.8144843054806695,0.7732991518137136,0.7617789514541352
85,0.8038543794353092,0.7558387405660163,0.7818844535942604
86,0.7896686055614125,0.7752222951454875,0.7682363510509507
87,0.8046227114082061,0.777924347194857,0.7803709624899015
88,0.7979977420603739,0.7644668693577108,0.7406316735876166
89,0.7834689154212475,0.7773685268249991,0.7490207520178573
90,0.8026553757604593,0.7758314635049093,0.7930050286874945
91,0.7594346019316063,0.774651004786531,0.7832821704241545
92,0.7993725234937135,0.7825098089477073,0.7601775436804541
93,0.7780155878252789,0.7725976144036261,0.781548343285762
94,0.7954842045793749,0.7785368821035159,0.7913652980072903
95,0.7926178174320125,0.7747043658242987,0.7437531793223592
96,0.8057417162676024,0.7747610980811616,0.7435772554110042
